GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04150	1.1682	1.0407	1.1490	1.0710	1.1203	1.1989	1.0623	1.1212	1.1541	1.1794	1.0933	1.0620	1.1825	1.0774	1.0982	1.0318	1.1813	1.0577	1.2146	1.1316	1.0219	1.1914	1.2559	1.2270	1.3364	1.4291	1.4471	1.3204	1.4176	1.3475	1.3033	1.3964	1.2480	1.3282	1.2344	1.1835	1.1858	1.5407	1.5141	1.5669	1.2146	1.3928	1.2812	1.4423	1.5534	1.4595	1.4342	1.6530	1.2673	1.2691	1.2351	1.3337
CLUG_04151	1.0200	0.9788	0.9633	0.9026	0.9383	0.8542	0.9971	0.9807	1.0362	1.1029	0.9150	0.9549	1.0192	0.9585	0.9191	0.9148	0.9688	0.9620	1.1423	0.9971	1.0182	0.9661	1.0015	1.0624	1.3301	1.3867	1.3757	1.3231	1.3779	1.2850	1.3131	1.3228	1.2436	1.3122	1.1894	1.2273	1.7149	1.5970	1.5164	1.5640	1.2894	1.2915	1.2220	1.4142	1.4933	1.4507	1.4999	1.5914	1.3059	1.2345	1.2324	1.3268
CLUG_04152	1.0076	0.9824	0.9548	0.8916	0.9448	0.8581	0.9813	0.9610	1.0328	1.1124	0.9035	0.9526	1.0117	0.9523	0.9015	0.9140	0.9618	0.9678	1.1565	0.9975	1.0203	0.9647	0.9736	1.0526	1.3399	1.3978	1.3919	1.3306	1.3846	1.2875	1.3089	1.3196	1.2536	1.3065	1.1855	1.2360	1.7672	1.6226	1.5373	1.5729	1.2955	1.2875	1.2096	1.4223	1.5094	1.4553	1.5162	1.6106	1.3188	1.2402	1.2387	1.3474
CLUG_04153	0.9984	1.0401	0.9644	1.0462	1.0372	0.9375	1.0437	0.9772	1.2774	1.1518	1.0279	0.9759	1.0099	1.0174	1.0205	1.0480	1.1824	1.0286	1.1663	1.0508	1.0730	0.9832	1.1966	1.1490	1.2530	1.3875	1.2285	1.2482	1.3597	1.2994	1.2574	1.2496	1.1997	1.3191	1.1668	1.1831	1.3399	1.5116	1.4301	1.5276	1.2229	1.3512	1.2005	1.4022	1.4462	1.4094	1.4338	1.4913	1.2655	1.1945	1.2056	1.2393
CLUG_04154	1.0839	1.1042	1.0547	1.1816	1.2054	0.9878	1.1372	1.1954	1.1644	1.2094	1.0379	1.1901	1.1218	1.1188	1.0844	1.0946	1.3078	1.2281	1.1805	1.1134	1.1065	1.1875	1.1677	1.1447	1.3725	1.4309	1.3457	1.3460	1.3752	1.3794	1.2679	1.3333	1.2817	1.3342	1.2498	1.2391	1.4537	1.5364	1.4819	1.5493	1.2040	1.3547	1.3070	1.4211	1.4324	1.4982	1.4624	1.5310	1.3320	1.2295	1.2758	1.2708
CLUG_04155	1.3203	1.2493	1.1386	1.2007	1.3365	1.2004	1.1837	1.3333	1.2166	1.3426	1.2803	1.3507	1.2467	1.2886	1.2204	1.2309	1.2020	1.2727	1.3927	1.1291	1.1462	1.2873	1.2772	1.2843	1.4794	1.5287	1.4554	1.4535	1.5521	1.4548	1.3110	1.4698	1.4257	1.4048	1.2450	1.2491	1.2443	1.6218	1.6187	1.6213	1.4035	1.4195	1.3948	1.4866	1.5327	1.5953	1.4680	1.7319	1.4073	1.3702	1.3585	1.3420
CLUG_04156	1.1060	1.0047	0.9817	0.9959	1.0295	0.8823	1.0275	1.0815	1.0689	1.0861	1.0050	1.1154	1.0566	1.0538	1.0108	1.0167	1.0652	1.0962	1.0989	1.0206	1.0677	1.0910	1.0117	1.1493	1.2603	1.3852	1.3123	1.2774	1.3729	1.3106	1.2082	1.2579	1.2262	1.3352	1.1816	1.1410	1.3631	1.4855	1.4434	1.5451	1.2366	1.3441	1.2258	1.4079	1.3689	1.3625	1.4170	1.4773	1.2258	1.1971	1.1828	1.2291
CLUG_04157	1.0913	1.0365	1.0003	1.0175	0.9937	0.9754	1.0415	1.1036	1.1677	1.1104	1.0100	1.0757	1.1075	1.0351	1.0159	0.9770	1.1684	1.0633	1.1001	1.0179	1.0943	1.0955	1.0710	1.1617	1.3404	1.4561	1.2901	1.2875	1.3503	1.2536	1.2633	1.2973	1.2118	1.3162	1.1759	1.1955	1.4809	1.5116	1.4545	1.5232	1.2165	1.3379	1.2470	1.4195	1.4925	1.4425	1.4055	1.5236	1.3122	1.2359	1.2400	1.2850
CLUG_04158	1.1280	1.0777	1.0540	1.0439	1.1473	1.0656	1.0255	1.0579	1.1556	1.1458	1.1870	1.1635	1.1439	1.1177	1.1125	1.1612	1.1130	1.1214	1.1346	1.0592	1.1658	1.1803	1.0997	1.2548	1.3118	1.5008	1.2898	1.2626	1.4069	1.2916	1.2461	1.3858	1.1945	1.3316	1.2159	1.2089	1.1694	1.5224	1.4738	1.5140	1.2373	1.3071	1.2329	1.4338	1.5559	1.3365	1.4931	1.5441	1.2969	1.3037	1.2696	1.2617
CLUG_04159	1.1510	1.0999	1.0326	1.1731	1.0755	1.0394	1.0249	1.1578	1.2290	1.1388	1.0833	1.1630	1.1404	1.1305	1.0948	1.1143	1.1697	1.0803	1.2258	1.0729	1.0591	1.1486	1.1534	1.1921	1.2939	1.4903	1.3182	1.3016	1.3451	1.3097	1.2410	1.3469	1.2200	1.3118	1.2491	1.2249	1.4018	1.5228	1.4656	1.5252	1.2055	1.3996	1.2720	1.4035	1.5100	1.4508	1.3820	1.5374	1.3168	1.2589	1.2517	1.2717
CLUG_04160	1.0499	1.0312	1.1091	1.0891	1.1207	0.9895	1.0513	1.0794	1.1372	1.1910	1.0738	1.0768	1.1985	1.0791	1.0768	1.1137	1.1505	1.1025	1.2122	1.0635	1.0970	1.1202	1.1004	1.2215	1.3110	1.4754	1.3099	1.3041	1.3647	1.2689	1.2158	1.2805	1.2266	1.3194	1.1819	1.2317	1.3992	1.5355	1.5256	1.5378	1.2016	1.3623	1.2759	1.5055	1.4869	1.4486	1.4451	1.5824	1.3116	1.2894	1.2838	1.2964
CLUG_04161	0.9933	0.9944	1.0140	1.0326	1.0139	0.9169	0.9172	1.0348	1.1194	1.1266	0.9475	0.9967	1.0925	1.0188	1.0075	1.0247	1.1174	1.0493	1.1976	0.9861	1.0612	1.0662	1.0811	1.1412	1.1566	1.3414	1.1832	1.1683	1.2784	1.1601	1.0958	1.1450	1.0931	1.2500	1.1735	1.1296	1.1834	1.3891	1.3962	1.3907	1.0850	1.2442	1.1664	1.3263	1.3412	1.3163	1.3186	1.4580	1.2039	1.1605	1.1846	1.1834
CLUG_04162	0.9381	0.9327	0.9135	0.8989	0.8321	0.7556	0.8809	0.9563	1.0547	0.9949	0.9136	0.9643	1.0271	0.9193	0.8448	0.8262	0.9229	0.9433	1.1352	0.9297	0.9448	1.0099	1.0060	1.0445	1.1174	1.3025	1.1403	1.1795	1.1983	1.1496	1.0823	1.1536	1.1011	1.2179	1.1246	1.1018	1.4511	1.4342	1.3702	1.3968	1.0831	1.2462	1.1211	1.3462	1.3796	1.3335	1.3125	1.3805	1.1843	1.1343	1.1504	1.1467
CLUG_04163	0.9452	0.9889	0.8974	0.9505	0.9887	0.8393	0.8693	0.8899	0.9553	1.0688	0.9616	0.9143	0.9733	0.9486	0.9043	0.8696	0.9950	0.9570	1.1089	0.9497	0.9632	0.9929	1.0009	1.0348	1.1970	1.3799	1.1863	1.1945	1.2900	1.1843	1.1375	1.1648	1.1246	1.2485	1.1239	1.1387	1.5821	1.4634	1.4446	1.4430	1.1522	1.3182	1.2045	1.4388	1.4453	1.3377	1.3670	1.4611	1.3267	1.2619	1.1989	1.1767
CLUG_04164	0.8997	1.0568	1.1265	1.2368	1.0597	0.8855	0.8110	1.0553	1.1432	1.1237	1.0132	0.9632	1.3013	1.0758	1.0700	1.0735	1.0217	1.0387	1.2188	1.0492	0.9798	0.9940	1.1565	1.2168	1.2600	1.3345	1.2342	1.2520	1.2399	1.1650	1.2095	1.2238	1.1094	1.2962	1.2212	1.1856	1.1819	1.4726	1.3516	1.3853	1.1495	1.3150	1.2359	1.3925	1.4350	1.3855	1.3264	1.5388	1.1809	1.3607	1.2297	1.2045
CLUG_04165	0.9130	1.1021	0.9239	0.9582	0.9305	0.9474	0.8976	0.9683	1.0109	1.1170	1.0084	0.9871	0.9202	0.9904	1.0008	0.8782	1.1169	0.9925	0.9937	0.9760	1.0476	0.9818	0.9649	1.0861	1.1462	1.3273	1.1298	1.2093	1.2119	1.1099	1.0854	1.0765	1.0056	1.2419	1.2258	1.1373	1.2052	1.4066	1.3652	1.3669	1.0705	1.2720	1.2166	1.2568	1.3596	1.2745	1.3091	1.5074	1.1413	1.2378	1.1847	1.1732
CLUG_04166	0.9497	1.0122	0.9327	0.9324	0.8784	0.8999	0.8898	0.8675	1.0227	1.0316	0.9322	0.9299	0.9998	0.9348	0.9027	0.8886	1.0152	0.9866	1.0490	0.9588	0.9814	1.0412	0.9514	1.0086	1.0884	1.2794	1.1369	1.1355	1.1590	1.0635	1.0682	1.0772	1.0761	1.1643	1.1162	1.0921	1.3250	1.3874	1.3313	1.3376	1.0697	1.1809	1.1491	1.3126	1.3179	1.2848	1.2737	1.3783	1.1689	1.1287	1.1392	1.1492
CLUG_04167	0.9062	0.9525	0.9565	0.8940	0.9742	0.8489	0.9036	0.9424	1.0232	1.0682	0.9114	0.9193	0.9494	0.9421	0.9098	0.9246	1.0704	0.9794	1.0863	0.9687	0.9435	0.9604	0.9706	1.0698	1.1277	1.2914	1.1288	1.1280	1.2365	1.1212	1.0384	1.1458	0.9935	1.1824	1.0056	1.1250	1.2725	1.3823	1.3496	1.3657	1.0713	1.1968	1.1493	1.3781	1.3149	1.2748	1.3233	1.3990	1.2091	1.1613	1.1609	1.1824
CLUG_04168	1.0142	1.0267	0.9381	1.0016	1.0852	1.0353	0.8794	1.0170	1.2110	1.1741	1.1447	0.9352	1.0942	1.0609	1.0155	1.0780	1.0599	0.9928	1.1690	1.0269	1.0608	1.0243	1.1447	1.1360	1.1680	1.3890	1.0961	1.1680	1.2054	1.1007	1.1314	1.1761	1.1509	1.2243	1.1407	1.1833	1.1265	1.3812	1.4713	1.4278	1.0979	1.3223	1.1713	1.3584	1.3995	1.4100	1.4093	1.5361	1.2041	1.2466	1.2627	1.1838
CLUG_04169	1.0176	1.0201	1.1171	1.0955	0.9340	0.9684	0.9803	0.9754	1.0844	1.1596	1.1521	0.9006	1.0757	1.0713	1.0390	1.0888	1.2342	0.9890	1.1929	1.0494	0.9974	1.0701	1.1441	1.2529	1.1560	1.3726	1.0875	1.1093	1.1779	1.1468	1.0655	1.1333	1.0479	1.2473	1.1318	1.1023	1.0875	1.4388	1.3477	1.3439	1.0915	1.2699	1.1873	1.3436	1.4044	1.2624	1.2711	1.4545	1.1513	1.2079	1.1471	1.1798
CLUG_04170	1.0059	1.1047	1.0262	1.0876	1.1245	0.8700	0.8446	0.9682	1.0650	1.0972	1.0749	0.8986	1.0753	0.9793	1.0468	1.0100	1.1522	1.1767	1.0540	0.9900	1.0241	1.0037	1.0413	1.1649	1.1456	1.3042	1.1606	1.1048	1.1404	1.1404	1.0846	1.1566	1.1570	1.2122	1.2413	1.0673	1.0071	1.4189	1.2934	1.2667	1.0513	1.3155	1.1669	1.3355	1.3427	1.3628	1.3647	1.4117	1.1108	1.2256	1.1174	1.1218
CLUG_04171	1.0026	1.0968	0.9718	1.1068	1.0123	0.9131	1.0160	1.0728	1.0900	1.1320	0.9917	1.0352	1.1036	1.0832	1.0347	1.0590	1.0896	1.0019	1.2033	1.0760	0.9733	1.1038	1.0860	1.2198	1.1456	1.3266	1.1538	1.1168	1.1836	1.1001	1.0769	1.2228	1.0811	1.1495	1.1786	1.0599	1.2148	1.4142	1.3288	1.3155	1.1017	1.3512	1.1948	1.3286	1.3158	1.3728	1.3298	1.4547	1.1813	1.2057	1.2068	1.2329
CLUG_04172	0.9999	0.9318	0.9669	1.0027	0.9955	0.9639	0.9362	1.0966	1.0781	1.1813	1.0609	0.9140	1.0567	1.0159	1.0357	1.1111	1.0453	1.0520	1.2101	1.0098	1.0762	1.0672	1.0172	1.1639	1.2079	1.3617	1.1720	1.1440	1.1567	1.0696	1.0873	1.1562	1.0768	1.2570	1.0672	1.0440	1.2244	1.4132	1.3823	1.3922	1.0766	1.2028	1.2255	1.3457	1.3600	1.3458	1.3612	1.4351	1.2198	1.2047	1.2212	1.2645
CLUG_04173	1.0024	0.9258	0.9672	1.0330	0.9595	0.9157	0.9314	1.0485	1.0384	1.0357	1.0100	0.9989	1.1164	1.0183	1.0007	1.1235	1.0494	1.0785	1.1487	1.0022	1.0118	0.9702	0.9917	1.1459	1.1178	1.3150	1.1442	1.1550	1.2017	1.0937	1.1133	1.1328	1.0599	1.2311	1.1156	1.1836	1.1355	1.4011	1.3479	1.3544	1.0545	1.2610	1.1801	1.2971	1.3613	1.3564	1.2790	1.4491	1.2527	1.1653	1.1719	1.2531
CLUG_04174	0.8140	0.8140	0.8704	0.9156	0.8762	0.7990	0.8401	0.8581	0.9519	1.0110	0.8647	0.7654	0.9142	0.9021	0.8754	0.8566	0.9232	0.8297	1.0012	0.8936	0.8806	0.8805	0.8615	0.9434	1.0688	1.2286	1.0477	1.0568	1.1098	0.9994	1.0285	1.0153	1.0211	1.1168	1.1256	1.0776	1.2786	1.3488	1.3297	1.3370	1.0324	1.2070	1.1222	1.3082	1.2975	1.3129	1.2493	1.4076	1.1083	1.1633	1.1230	1.1142
CLUG_04175	0.7730	0.8072	0.8642	0.9107	0.8711	0.7958	0.8566	0.8430	0.9377	0.9975	0.8853	0.7743	0.8648	0.8702	0.8640	0.8363	0.9045	0.8237	0.9857	0.8790	0.8655	0.8842	0.8651	0.9207	1.0644	1.2493	1.0649	1.0719	1.1036	1.0027	1.0336	0.9983	1.0190	1.1002	1.1530	1.0600	1.2997	1.3526	1.3305	1.3450	1.0387	1.2148	1.1196	1.3036	1.3095	1.3110	1.2780	1.3869	1.1136	1.1692	1.1260	1.1236
CLUG_04176	0.8955	0.9594	0.8581	1.0354	0.9256	0.9064	0.8568	0.9737	0.9751	1.0559	0.8859	0.9331	1.0474	0.9638	0.9581	0.9627	1.1094	1.0143	0.9844	0.9445	0.9720	1.0104	1.0074	1.0627	1.0600	1.3247	1.0341	1.0579	1.1374	1.0966	1.0937	1.0449	1.0498	1.1901	1.1453	1.0824	1.3786	1.3660	1.3220	1.3657	1.0044	1.1991	1.1113	1.3220	1.3292	1.3377	1.2551	1.3902	1.1820	1.1140	1.2181	1.2086
CLUG_04177	0.9105	0.9603	0.9693	0.9141	0.9414	0.8646	0.9607	1.0009	0.9981	1.0515	0.9370	0.9124	1.0102	0.9383	0.9493	1.0064	1.0552	0.9644	1.0467	0.9329	0.9413	0.9350	0.9829	1.1262	1.0762	1.2114	1.0396	1.0495	1.0862	1.0889	0.9883	1.0365	0.9661	1.1117	1.0483	1.0348	1.0834	1.3044	1.2701	1.2471	1.0182	1.1688	1.1160	1.2133	1.2800	1.2244	1.1760	1.3599	1.1077	1.1061	1.1117	1.1045
CLUG_04178	0.9340	0.9381	0.8683	0.9310	0.9462	0.8631	0.8993	0.8912	1.0347	1.0242	0.8972	0.9308	1.0223	0.9361	0.8836	1.0181	1.0557	1.0070	1.0441	0.9760	0.9570	0.9769	0.9961	1.1109	1.0256	1.2272	1.0146	1.0950	1.0776	1.0247	0.9956	0.9962	1.0319	1.1262	1.0950	0.9951	1.0419	1.1822	1.2508	1.2178	0.9792	1.1809	1.0805	1.2129	1.2911	1.1868	1.1617	1.2648	1.1150	1.1025	1.0781	1.1249
CLUG_04179	0.7618	0.7713	0.7539	0.8522	0.8433	0.8224	0.8196	0.8270	0.9309	0.9248	0.7978	0.8598	0.9152	0.8128	0.8007	0.8669	0.9550	0.9001	0.8885	0.8580	0.8246	0.8683	0.8417	1.0329	0.9189	1.0889	0.9284	0.9857	1.0206	0.9660	0.9391	0.8849	0.9335	0.9922	1.0010	0.9536	1.1496	1.2349	1.1544	1.1501	0.9259	1.0789	1.0038	1.1149	1.1818	1.1140	1.1076	1.1738	1.0308	1.0016	1.0465	1.0041
CLUG_04180	0.6125	0.6060	0.5780	0.6427	0.6439	0.6272	0.6168	0.6563	0.7293	0.6684	0.6460	0.6590	0.6771	0.6705	0.6656	0.6200	0.8385	0.7428	0.6874	0.6303	0.6746	0.6537	0.5803	1.0119	0.7338	0.9218	0.7843	0.7834	0.8356	0.7724	0.7730	0.7133	0.7694	0.7640	0.8676	0.7751	0.8271	1.0152	0.8738	0.9202	0.7709	0.8437	0.8699	0.8757	0.9540	0.9096	0.9467	0.9523	0.8000	0.8425	0.8280	0.8246
CLUG_04181	0.8643	0.7697	0.9232	0.8704	0.8848	0.7652	0.8471	0.8690	0.8300	0.9237	0.8355	0.7500	0.9703	0.8312	0.8137	0.8781	0.8672	0.9264	1.0292	0.9459	0.9597	0.9177	0.9118	0.9861	1.0381	1.2907	1.0213	1.0999	1.1290	1.0427	0.9596	0.9999	1.0189	1.1969	1.0726	1.2348	1.3648	1.4325	1.2535	1.2721	1.0886	1.2024	1.1119	1.2056	1.3006	1.2111	1.3158	1.3833	1.1060	1.1281	1.0952	1.0694
CLUG_04182	0.9061	0.9320	0.8441	0.9774	0.9268	0.8157	0.8836	0.8694	0.9402	1.0113	0.9267	0.8212	0.9672	0.9161	0.9147	0.9431	0.9338	0.9710	1.0680	0.9217	0.9239	0.8631	0.9839	1.0474	1.0814	1.2114	1.0693	1.0770	1.1072	1.1112	1.0135	1.0127	1.0254	1.1663	1.1329	1.0443	1.2581	1.3311	1.2636	1.2114	1.0205	1.1681	1.1593	1.2703	1.2407	1.2477	1.2026	1.3255	1.0964	1.0749	1.1329	1.1142
CLUG_04183	0.8829	0.9326	0.8263	0.9090	0.9403	0.8602	0.9028	0.8362	1.0137	0.9918	0.8879	0.8711	0.9427	0.8650	0.9423	0.8440	0.9434	0.9138	1.0643	0.8591	0.8831	0.9521	0.8965	0.9988	1.0171	1.1600	1.0229	1.0118	1.0393	1.0080	0.9860	1.0582	0.9910	1.0808	1.0424	1.0584	0.9494	1.2845	1.1992	1.1975	1.0147	1.1188	1.0618	1.2172	1.2677	1.1757	1.2281	1.2467	1.0575	0.9807	1.1171	1.0746
CLUG_04184	0.8124	0.8899	0.9589	0.9803	0.9527	0.8848	0.8899	0.8820	0.9810	0.9508	0.9109	0.8660	0.9705	0.9579	0.8687	0.8880	1.0168	0.8981	1.0685	0.9175	0.9352	0.9401	0.9430	1.0844	1.0049	1.1587	0.9671	1.0298	1.0580	1.0299	1.0028	1.0215	0.9963	1.0697	1.0437	1.0397	1.0419	1.2432	1.1761	1.2350	0.9607	1.1102	1.0254	1.1043	1.2225	1.1993	1.1699	1.3158	1.0534	1.1093	1.0339	1.0675
CLUG_04185	0.9678	0.9376	0.9647	0.9503	0.9026	0.9277	0.9869	0.8578	1.0493	1.1178	0.8909	0.8822	1.1317	1.0053	0.9754	0.9418	1.1021	1.1216	1.0913	0.9941	0.9503	0.9108	1.0438	1.0635	1.0089	1.2243	0.9966	1.0258	1.0777	1.0698	1.0453	1.0353	1.0368	1.1149	1.0931	1.0273	1.0229	1.2357	1.2957	1.1500	0.9727	1.1754	1.0653	1.1953	1.2028	1.1917	1.1836	1.3644	1.0678	1.0995	1.1729	1.1686
CLUG_04186	1.0672	1.0931	1.0134	1.0581	1.0754	0.8994	1.0540	1.0269	1.1893	1.1283	1.0681	0.9748	1.1382	1.0589	1.0689	1.1164	1.1484	1.0660	1.1120	1.0356	1.0527	1.1003	1.0164	1.2255	1.1735	1.3824	1.1349	1.1443	1.1881	1.1031	1.1320	1.0965	1.0773	1.2563	1.1403	1.1588	1.0987	1.4108	1.3299	1.2877	1.0920	1.2237	1.2008	1.2932	1.3574	1.3066	1.2470	1.4380	1.2523	1.1790	1.2206	1.2033
CLUG_04187	0.8901	0.8967	0.8425	0.9227	0.9008	0.8660	0.8938	0.9693	1.0168	1.0711	0.9411	0.8655	1.0184	0.8986	0.9313	0.8928	1.0433	0.9299	0.9985	0.9491	0.8984	0.9599	0.9611	1.0702	1.0875	1.2477	1.0704	1.1205	1.1335	1.0883	1.0863	1.0667	1.0720	1.1223	1.0958	1.0776	1.3127	1.3072	1.3274	1.3206	1.0790	1.1499	1.1236	1.2889	1.3121	1.2742	1.2194	1.3784	1.1649	1.1380	1.1585	1.1840
CLUG_04188	0.9582	0.8985	0.9269	0.9330	0.9090	0.9065	0.8841	0.9459	1.0038	0.9985	0.9220	0.8946	1.0116	0.8929	0.8874	0.9160	0.9455	0.9144	1.0108	0.9486	0.9457	0.9206	0.9652	1.0273	1.0745	1.2735	1.0711	1.1186	1.1521	1.0531	1.0146	1.0476	1.0381	1.1440	1.0721	1.0731	1.2727	1.3664	1.3029	1.2632	1.0471	1.1999	1.1537	1.2731	1.3080	1.2809	1.2317	1.3769	1.1935	1.1710	1.1179	1.1553
CLUG_04189	0.8728	0.8979	0.7939	0.8737	0.8776	0.7901	0.7986	0.7995	0.9745	0.9421	0.8451	0.8391	0.9473	0.8558	0.8659	1.0172	1.0024	0.8594	0.9970	0.8374	0.8519	0.8805	0.9573	1.0815	0.9294	1.1303	0.9587	1.0034	0.9982	0.9485	0.9286	0.9308	0.9285	1.0036	0.9875	0.9300	0.8773	1.0899	1.0956	1.0777	0.9054	1.1046	1.0249	1.0506	1.0835	1.0787	1.0493	1.1605	0.9624	1.0191	0.9983	1.0193
CLUG_04190	0.8221	0.8105	0.7750	0.8149	0.8161	0.7454	0.7851	0.8117	0.8194	0.9093	0.7948	0.7736	0.8533	0.7488	0.7516	0.7389	0.8641	0.8318	0.8832	0.8203	0.7368	0.8357	0.8242	0.8802	0.9895	1.0958	1.0173	1.0196	1.0306	1.0060	0.9609	0.9677	0.9302	1.0427	1.0290	0.9848	1.2416	1.2048	1.1811	1.1726	0.9692	1.0959	1.0620	1.1664	1.2271	1.1988	1.1439	1.2578	1.0578	1.0610	1.0706	1.0769
CLUG_04191	0.9141	0.8471	0.8649	0.9103	0.8790	0.8627	0.8748	0.9555	0.8869	0.9482	0.8444	0.8868	0.9233	0.8170	0.7863	0.7394	0.8963	0.7860	0.9647	0.8477	0.9100	0.8783	0.9342	1.0662	0.9955	1.1876	1.0649	1.0845	1.0935	1.0716	0.9484	1.0076	1.0530	1.1744	1.0593	1.0855	1.4661	1.3360	1.2697	1.2055	1.0500	1.1282	1.0943	1.1572	1.2792	1.2006	1.1959	1.2607	1.1558	1.1221	1.1162	1.2229
CLUG_04192	0.9568	0.8387	0.8306	0.8611	0.8937	0.7964	0.7996	0.8935	0.8326	0.9487	0.8142	0.8672	0.9468	0.8000	0.7857	0.8017	0.9333	0.8811	0.9893	0.8697	0.8281	0.8803	0.8440	0.9198	1.0785	1.1814	1.0749	1.1002	1.0992	1.0665	1.0035	1.0212	1.0291	1.1992	1.0283	1.0168	1.4431	1.3546	1.2267	1.2245	1.0421	1.1227	1.1399	1.2353	1.2756	1.2324	1.1929	1.3128	1.1351	1.1394	1.1174	1.1458
CLUG_04193	0.8973	0.9038	0.7383	0.9259	0.8740	0.7491	0.7627	0.8663	0.8971	0.9958	0.7781	0.8592	0.8849	0.7384	0.7241	0.7749	1.0770	0.9406	0.9048	0.8499	0.8164	0.8913	0.7574	0.8499	1.0104	1.1099	1.0585	1.0434	1.0914	1.0115	0.9791	0.9645	0.9616	1.1498	1.0116	0.9610	1.3764	1.2571	1.1562	1.1645	0.9663	1.0393	1.1066	1.1271	1.1798	1.1873	1.1453	1.3007	1.0829	1.0862	1.0844	1.1001
CLUG_04194	0.9404	0.8239	0.8524	0.8131	0.9048	0.7485	0.8195	0.8384	0.7398	0.8785	0.7991	0.9070	0.9213	0.7836	0.7691	0.7350	0.9357	0.8321	0.9590	0.8692	0.7683	0.8294	0.8526	0.9802	1.1168	1.1531	1.0693	1.1367	1.1017	1.0620	0.9928	0.9916	1.0526	1.1695	1.0401	1.0282	1.4708	1.3023	1.2903	1.2494	1.0089	1.0974	1.1654	1.1881	1.2283	1.2471	1.2516	1.3453	1.0385	1.0976	1.0979	1.1469
CLUG_04195	0.9001	0.8670	0.8235	0.8918	0.8185	0.8273	0.8826	0.7223	0.9663	0.9855	0.8119	0.8726	0.9377	0.8244	0.8437	0.8461	1.0014	0.9425	1.0099	0.9186	0.8753	0.8691	0.8957	0.9227	1.0806	1.2022	1.0692	1.0900	1.0876	1.1619	1.0644	1.0735	1.0086	1.1755	0.9704	1.0576	1.3975	1.2451	1.3332	1.2776	1.0705	1.1365	1.0891	1.2342	1.2914	1.2403	1.1995	1.3027	1.1358	1.1191	1.1048	1.0918
CLUG_04196	0.9890	0.9654	0.9271	0.9399	0.8062	0.8651	0.9107	0.8394	0.9270	0.9749	0.8179	0.8625	0.9756	0.8785	0.8854	0.8568	0.9673	0.8543	1.0348	0.8616	0.8790	0.8281	0.9068	0.9999	1.0152	1.1307	1.0301	1.0867	1.0394	1.1070	1.0447	1.0012	0.9493	1.1145	1.0260	1.0097	1.1706	1.2539	1.2442	1.2621	1.0391	1.1483	1.1113	1.2309	1.2260	1.1587	1.1283	1.2959	1.1044	1.1093	1.0613	1.1007
CLUG_04197	0.9006	0.8908	0.9678	0.8488	0.8409	0.8936	0.8283	0.9328	0.9849	0.9308	0.9740	1.0161	0.9307	0.9093	0.9167	0.9208	0.8978	0.7871	1.0285	0.9593	0.9125	0.9194	0.9332	1.0343	1.1118	1.2770	1.0732	1.0994	1.1221	1.1093	1.1102	1.1091	1.0270	1.1881	1.0625	1.0729	1.4128	1.3302	1.2399	1.2919	1.0681	1.1848	1.1904	1.2611	1.3146	1.2571	1.2696	1.3012	1.2298	1.1346	1.1180	1.1514
CLUG_04198	0.9531	0.9714	0.9002	0.9699	1.0118	0.9271	1.1037	1.0234	1.1365	1.0466	1.0057	0.9614	1.0802	1.0259	1.0336	1.0844	1.0030	0.9431	1.0538	1.0362	0.9899	0.9543	0.9260	1.0841	1.0822	1.2226	1.1153	1.0687	1.1164	1.0774	1.0127	1.0632	1.0482	1.0806	1.0374	1.1009	0.8818	1.3143	1.2029	1.1968	0.9737	1.0886	1.1229	1.2245	1.3127	1.2276	1.1574	1.3387	1.1426	1.1481	1.1455	1.0610
CLUG_04199	0.8218	0.8468	0.7770	0.7892	0.9087	0.8475	0.8534	0.7994	0.9078	0.9687	0.7754	0.7475	0.8740	0.8466	0.7864	0.7554	0.9637	0.8352	0.8416	0.8125	0.8390	0.7661	0.8256	0.8987	1.0391	1.1481	1.0329	1.0467	1.0629	1.0493	0.9904	0.9835	0.9817	1.0999	1.0680	1.0253	1.2983	1.2725	1.1368	1.1712	0.9264	1.0987	1.0368	1.1445	1.1475	1.1654	1.1204	1.2599	1.1158	1.0967	1.0836	1.1012
