GENE	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_01757	0.6611	B17.1311G	UNK	B
CLUG_01757	0.8208	B18.1312G	UNK	B
CLUG_01757	0.7344	B19.1310A	UNK	B
CLUG_01757	0.7193	B20.1311A	UNK	B
CLUG_01757	0.7285	B21.1312A	UNK	B
CLUG_01757	0.7942	B22.134E	UNK	B
CLUG_01757	0.8025	B23.133H	UNK	B
CLUG_01757	0.7997	B24.133F	UNK	B
CLUG_01757	0.7494	B25.135C	UNK	B
CLUG_01757	0.7507	B26.131A	UNK	B
CLUG_01757	0.7804	B27.136A	UNK	B
CLUG_01757	0.8654	B28.13UM	UNK	B
CLUG_01757	0.6005	C10.9M3	UNK	C
CLUG_01757	0.6990	C11.9M41	UNK	C
CLUG_01757	0.7081	C12.9U1	UNK	C
CLUG_01757	0.8355	C13.9U2	UNK	C
CLUG_01757	0.7649	C14.9U3	UNK	C
CLUG_01757	0.8185	C15.9U4s	UNK	C
CLUG_01757	0.6435	C4.9L1	UNK	C
CLUG_01757	0.5922	C5.9L2	UNK	C
CLUG_01757	0.7091	C6.9L3	UNK	C
CLUG_01757	0.7030	C7.9L4	UNK	C
CLUG_01757	0.6088	C8.9M1	UNK	C
CLUG_01757	0.7916	C9.9M2	UNK	C
CLUG_01757	0.7763	ctl1.AL1B	L	A
CLUG_01757	0.8223	ctl2.AL1B	L	A
CLUG_01757	0.8185	ctl3.C9L1	UNK	C
CLUG_01758	0.7318	A10.L4C	L	A
CLUG_01758	0.8196	A11.L11G	L	A
CLUG_01758	0.7472	A12.L10B	L	A
CLUG_01758	0.8082	A13.L3B	L	A
CLUG_01758	0.8033	A14.L4E	L	A
CLUG_01758	0.8361	A15.L4G	L	A
CLUG_01758	0.8217	A16.L7C	L	A
CLUG_01758	0.7643	A17.L1B	L	A
CLUG_01758	0.8183	A18.S4H	S	A
CLUG_01758	0.7515	A19.S3B	S	A
CLUG_01758	0.7688	A2.U10A	U	A
CLUG_01758	0.7546	A20.S1E	S	A
CLUG_01758	0.6987	A21.S8A	S	A
CLUG_01758	0.7691	A22.UpperP	U	A
CLUG_01758	0.7052	A23.LowerP	L	A
CLUG_01758	0.7296	A24.SputuP	S	A
CLUG_01758	0.6637	A3.U3G	U	A
CLUG_01758	0.8491	A4.U3B	U	A
CLUG_01758	0.7139	A5.U10D	U	A
CLUG_01758	0.8258	A6.U5C	U	A
CLUG_01758	0.7312	A7.U3E	U	A
CLUG_01758	0.7017	A8.U2E	U	A
CLUG_01758	0.7295	A9.L3D	L	A
CLUG_01758	0.7118	ATCC42720	UNK	ATCC42720
CLUG_01758	0.7530	B16.1310D	UNK	B
CLUG_01758	0.6195	B17.1311G	UNK	B
CLUG_01758	0.7665	B18.1312G	UNK	B
CLUG_01758	0.7669	B19.1310A	UNK	B
CLUG_01758	0.6775	B20.1311A	UNK	B
CLUG_01758	0.7109	B21.1312A	UNK	B
CLUG_01758	0.7698	B22.134E	UNK	B
CLUG_01758	0.7469	B23.133H	UNK	B
CLUG_01758	0.7622	B24.133F	UNK	B
CLUG_01758	0.6550	B25.135C	UNK	B
CLUG_01758	0.7465	B26.131A	UNK	B
CLUG_01758	0.7717	B27.136A	UNK	B
CLUG_01758	0.8133	B28.13UM	UNK	B
CLUG_01758	0.5582	C10.9M3	UNK	C
CLUG_01758	0.6894	C11.9M41	UNK	C
CLUG_01758	0.6730	C12.9U1	UNK	C
CLUG_01758	0.8027	C13.9U2	UNK	C
CLUG_01758	0.7393	C14.9U3	UNK	C
CLUG_01758	0.7945	C15.9U4s	UNK	C
CLUG_01758	0.6488	C4.9L1	UNK	C
CLUG_01758	0.6134	C5.9L2	UNK	C
CLUG_01758	0.7181	C6.9L3	UNK	C
CLUG_01758	0.6612	C7.9L4	UNK	C
CLUG_01758	0.5809	C8.9M1	UNK	C
CLUG_01758	0.7160	C9.9M2	UNK	C
CLUG_01758	0.7416	ctl1.AL1B	L	A
CLUG_01758	0.7626	ctl2.AL1B	L	A
CLUG_01758	0.7327	ctl3.C9L1	UNK	C
CLUG_01759	0.8156	A10.L4C	L	A
CLUG_01759	0.8167	A11.L11G	L	A
CLUG_01759	0.8609	A12.L10B	L	A
CLUG_01759	0.8185	A13.L3B	L	A
CLUG_01759	0.7648	A14.L4E	L	A
CLUG_01759	0.8443	A15.L4G	L	A
CLUG_01759	0.8945	A16.L7C	L	A
CLUG_01759	0.8353	A17.L1B	L	A
CLUG_01759	0.8613	A18.S4H	S	A
CLUG_01759	0.7651	A19.S3B	S	A
CLUG_01759	0.9185	A2.U10A	U	A
CLUG_01759	0.8191	A20.S1E	S	A
CLUG_01759	0.7724	A21.S8A	S	A
CLUG_01759	0.8049	A22.UpperP	U	A
CLUG_01759	0.8163	A23.LowerP	L	A
CLUG_01759	0.7820	A24.SputuP	S	A
CLUG_01759	0.6644	A3.U3G	U	A
CLUG_01759	0.8744	A4.U3B	U	A
CLUG_01759	0.8024	A5.U10D	U	A
CLUG_01759	0.8701	A6.U5C	U	A
CLUG_01759	0.7382	A7.U3E	U	A
CLUG_01759	0.8363	A8.U2E	U	A
CLUG_01759	0.7306	A9.L3D	L	A
CLUG_01759	0.6339	ATCC42720	UNK	ATCC42720
CLUG_01759	0.7792	B16.1310D	UNK	B
CLUG_01759	0.6835	B17.1311G	UNK	B
CLUG_01759	0.7844	B18.1312G	UNK	B
CLUG_01759	0.7521	B19.1310A	UNK	B
CLUG_01759	0.7640	B20.1311A	UNK	B
CLUG_01759	0.8332	B21.1312A	UNK	B
CLUG_01759	0.8433	B22.134E	UNK	B
CLUG_01759	0.8479	B23.133H	UNK	B
CLUG_01759	0.8353	B24.133F	UNK	B
CLUG_01759	0.8170	B25.135C	UNK	B
CLUG_01759	0.8228	B26.131A	UNK	B
CLUG_01759	0.7808	B27.136A	UNK	B
CLUG_01759	0.9438	B28.13UM	UNK	B
CLUG_01759	0.6048	C10.9M3	UNK	C
CLUG_01759	0.7461	C11.9M41	UNK	C
CLUG_01759	0.7367	C12.9U1	UNK	C
CLUG_01759	0.8669	C13.9U2	UNK	C
CLUG_01759	0.8109	C14.9U3	UNK	C
CLUG_01759	0.8245	C15.9U4s	UNK	C
CLUG_01759	0.7167	C4.9L1	UNK	C
CLUG_01759	0.6318	C5.9L2	UNK	C
CLUG_01759	0.7393	C6.9L3	UNK	C
CLUG_01759	0.7186	C7.9L4	UNK	C
CLUG_01759	0.5986	C8.9M1	UNK	C
CLUG_01759	0.7977	C9.9M2	UNK	C
CLUG_01759	0.7591	ctl1.AL1B	L	A
CLUG_01759	0.7918	ctl2.AL1B	L	A
CLUG_01759	0.7906	ctl3.C9L1	UNK	C
CLUG_01760	0.9050	A10.L4C	L	A
CLUG_01760	0.8809	A11.L11G	L	A
CLUG_01760	0.8588	A12.L10B	L	A
CLUG_01760	0.7748	A13.L3B	L	A
CLUG_01760	0.9419	A14.L4E	L	A
CLUG_01760	0.9209	A15.L4G	L	A
CLUG_01760	1.0500	A16.L7C	L	A
CLUG_01760	0.9279	A17.L1B	L	A
CLUG_01760	0.8876	A18.S4H	S	A
CLUG_01760	0.8926	A19.S3B	S	A
CLUG_01760	0.8989	A2.U10A	U	A
CLUG_01760	0.8550	A20.S1E	S	A
CLUG_01760	0.7908	A21.S8A	S	A
CLUG_01760	0.8807	A22.UpperP	U	A
CLUG_01760	0.8980	A23.LowerP	L	A
CLUG_01760	0.9310	A24.SputuP	S	A
CLUG_01760	0.8366	A3.U3G	U	A
CLUG_01760	0.9151	A4.U3B	U	A
CLUG_01760	0.7267	A5.U10D	U	A
CLUG_01760	0.9422	A6.U5C	U	A
CLUG_01760	0.8428	A7.U3E	U	A
CLUG_01760	0.9290	A8.U2E	U	A
CLUG_01760	0.9429	A9.L3D	L	A
CLUG_01760	0.8389	ATCC42720	UNK	ATCC42720
CLUG_01760	0.8109	B16.1310D	UNK	B
CLUG_01760	0.7403	B17.1311G	UNK	B
CLUG_01760	0.8251	B18.1312G	UNK	B
CLUG_01760	0.7704	B19.1310A	UNK	B
CLUG_01760	0.7464	B20.1311A	UNK	B
CLUG_01760	0.8198	B21.1312A	UNK	B
CLUG_01760	0.8745	B22.134E	UNK	B
CLUG_01760	0.8338	B23.133H	UNK	B
CLUG_01760	0.8732	B24.133F	UNK	B
CLUG_01760	0.7853	B25.135C	UNK	B
CLUG_01760	0.8263	B26.131A	UNK	B
CLUG_01760	0.8751	B27.136A	UNK	B
CLUG_01760	0.8122	B28.13UM	UNK	B
CLUG_01760	0.6803	C10.9M3	UNK	C
CLUG_01760	0.7559	C11.9M41	UNK	C
CLUG_01760	0.7565	C12.9U1	UNK	C
CLUG_01760	0.8756	C13.9U2	UNK	C
CLUG_01760	0.7980	C14.9U3	UNK	C
CLUG_01760	0.8768	C15.9U4s	UNK	C
CLUG_01760	0.6476	C4.9L1	UNK	C
CLUG_01760	0.6546	C5.9L2	UNK	C
CLUG_01760	0.8030	C6.9L3	UNK	C
CLUG_01760	0.7374	C7.9L4	UNK	C
CLUG_01760	0.6678	C8.9M1	UNK	C
CLUG_01760	0.8109	C9.9M2	UNK	C
CLUG_01760	0.8348	ctl1.AL1B	L	A
CLUG_01760	0.8802	ctl2.AL1B	L	A
CLUG_01760	0.8301	ctl3.C9L1	UNK	C
CLUG_01761	0.9265	A10.L4C	L	A
CLUG_01761	0.8618	A11.L11G	L	A
CLUG_01761	0.9266	A12.L10B	L	A
CLUG_01761	0.8204	A13.L3B	L	A
CLUG_01761	0.8517	A14.L4E	L	A
CLUG_01761	0.8961	A15.L4G	L	A
CLUG_01761	0.9477	A16.L7C	L	A
CLUG_01761	0.8272	A17.L1B	L	A
CLUG_01761	0.8138	A18.S4H	S	A
CLUG_01761	0.8794	A19.S3B	S	A
CLUG_01761	0.8808	A2.U10A	U	A
CLUG_01761	0.8983	A20.S1E	S	A
CLUG_01761	0.8379	A21.S8A	S	A
CLUG_01761	0.8621	A22.UpperP	U	A
CLUG_01761	0.8462	A23.LowerP	L	A
CLUG_01761	0.8024	A24.SputuP	S	A
CLUG_01761	0.7071	A3.U3G	U	A
CLUG_01761	0.8315	A4.U3B	U	A
CLUG_01761	0.7703	A5.U10D	U	A
CLUG_01761	0.9287	A6.U5C	U	A
CLUG_01761	0.8244	A7.U3E	U	A
CLUG_01761	0.8331	A8.U2E	U	A
CLUG_01761	0.7706	A9.L3D	L	A
CLUG_01761	0.8013	ATCC42720	UNK	ATCC42720
CLUG_01761	0.8068	B16.1310D	UNK	B
CLUG_01761	0.6425	B17.1311G	UNK	B
CLUG_01761	0.8028	B18.1312G	UNK	B
CLUG_01761	0.8132	B19.1310A	UNK	B
CLUG_01761	0.7280	B20.1311A	UNK	B
CLUG_01761	0.8064	B21.1312A	UNK	B
CLUG_01761	0.7992	B22.134E	UNK	B
CLUG_01761	0.8102	B23.133H	UNK	B
CLUG_01761	0.7969	B24.133F	UNK	B
CLUG_01761	0.7926	B25.135C	UNK	B
CLUG_01761	0.8213	B26.131A	UNK	B
CLUG_01761	0.8088	B27.136A	UNK	B
CLUG_01761	0.7599	B28.13UM	UNK	B
CLUG_01761	0.6168	C10.9M3	UNK	C
CLUG_01761	0.7514	C11.9M41	UNK	C
CLUG_01761	0.7193	C12.9U1	UNK	C
CLUG_01761	0.8713	C13.9U2	UNK	C
CLUG_01761	0.8038	C14.9U3	UNK	C
CLUG_01761	0.8684	C15.9U4s	UNK	C
CLUG_01761	0.6971	C4.9L1	UNK	C
CLUG_01761	0.6840	C5.9L2	UNK	C
CLUG_01761	0.7614	C6.9L3	UNK	C
CLUG_01761	0.6737	C7.9L4	UNK	C
CLUG_01761	0.6091	C8.9M1	UNK	C
CLUG_01761	0.8169	C9.9M2	UNK	C
CLUG_01761	0.7760	ctl1.AL1B	L	A
CLUG_01761	0.8361	ctl2.AL1B	L	A
CLUG_01761	0.8349	ctl3.C9L1	UNK	C
CLUG_01762	0.8846	A10.L4C	L	A
CLUG_01762	0.8473	A11.L11G	L	A
CLUG_01762	0.8543	A12.L10B	L	A
CLUG_01762	0.7597	A13.L3B	L	A
CLUG_01762	0.9022	A14.L4E	L	A
CLUG_01762	0.9769	A15.L4G	L	A
CLUG_01762	0.9142	A16.L7C	L	A
CLUG_01762	0.8101	A17.L1B	L	A
CLUG_01762	0.8707	A18.S4H	S	A
CLUG_01762	0.8626	A19.S3B	S	A
CLUG_01762	0.8855	A2.U10A	U	A
CLUG_01762	0.8883	A20.S1E	S	A
CLUG_01762	0.7910	A21.S8A	S	A
CLUG_01762	0.8957	A22.UpperP	U	A
CLUG_01762	0.8774	A23.LowerP	L	A
CLUG_01762	0.7565	A24.SputuP	S	A
CLUG_01762	0.7777	A3.U3G	U	A
CLUG_01762	0.9455	A4.U3B	U	A
CLUG_01762	0.7653	A5.U10D	U	A
CLUG_01762	0.8763	A6.U5C	U	A
CLUG_01762	0.8097	A7.U3E	U	A
CLUG_01762	0.9232	A8.U2E	U	A
CLUG_01762	0.7803	A9.L3D	L	A
CLUG_01762	0.8159	ATCC42720	UNK	ATCC42720
CLUG_01762	0.8704	B16.1310D	UNK	B
CLUG_01762	0.7746	B17.1311G	UNK	B
CLUG_01762	0.8479	B18.1312G	UNK	B
CLUG_01762	0.8186	B19.1310A	UNK	B
CLUG_01762	0.7885	B20.1311A	UNK	B
CLUG_01762	0.8667	B21.1312A	UNK	B
CLUG_01762	0.8581	B22.134E	UNK	B
CLUG_01762	0.9289	B23.133H	UNK	B
CLUG_01762	0.8677	B24.133F	UNK	B
CLUG_01762	0.8603	B25.135C	UNK	B
CLUG_01762	0.8229	B26.131A	UNK	B
CLUG_01762	0.8469	B27.136A	UNK	B
CLUG_01762	0.8782	B28.13UM	UNK	B
CLUG_01762	0.7258	C10.9M3	UNK	C
CLUG_01762	0.8091	C11.9M41	UNK	C
CLUG_01762	0.7921	C12.9U1	UNK	C
CLUG_01762	0.8701	C13.9U2	UNK	C
CLUG_01762	0.8049	C14.9U3	UNK	C
CLUG_01762	0.8617	C15.9U4s	UNK	C
CLUG_01762	0.7559	C4.9L1	UNK	C
CLUG_01762	0.7091	C5.9L2	UNK	C
CLUG_01762	0.7346	C6.9L3	UNK	C
CLUG_01762	0.7578	C7.9L4	UNK	C
CLUG_01762	0.6521	C8.9M1	UNK	C
CLUG_01762	0.8655	C9.9M2	UNK	C
CLUG_01762	0.8698	ctl1.AL1B	L	A
CLUG_01762	0.8452	ctl2.AL1B	L	A
CLUG_01762	0.8556	ctl3.C9L1	UNK	C
CLUG_01763	0.8477	A10.L4C	L	A
CLUG_01763	0.8238	A11.L11G	L	A
CLUG_01763	0.8802	A12.L10B	L	A
CLUG_01763	0.8278	A13.L3B	L	A
CLUG_01763	0.8271	A14.L4E	L	A
CLUG_01763	0.9066	A15.L4G	L	A
CLUG_01763	0.9439	A16.L7C	L	A
CLUG_01763	0.8580	A17.L1B	L	A
CLUG_01763	0.8437	A18.S4H	S	A
CLUG_01763	0.8324	A19.S3B	S	A
CLUG_01763	0.8610	A2.U10A	U	A
CLUG_01763	0.8561	A20.S1E	S	A
CLUG_01763	0.7996	A21.S8A	S	A
CLUG_01763	0.8955	A22.UpperP	U	A
CLUG_01763	0.8962	A23.LowerP	L	A
CLUG_01763	0.8263	A24.SputuP	S	A
CLUG_01763	0.7427	A3.U3G	U	A
CLUG_01763	0.8866	A4.U3B	U	A
CLUG_01763	0.7651	A5.U10D	U	A
CLUG_01763	0.8971	A6.U5C	U	A
CLUG_01763	0.8362	A7.U3E	U	A
CLUG_01763	0.8330	A8.U2E	U	A
CLUG_01763	0.7630	A9.L3D	L	A
CLUG_01763	0.8142	ATCC42720	UNK	ATCC42720
CLUG_01763	0.7748	B16.1310D	UNK	B
CLUG_01763	0.6741	B17.1311G	UNK	B
CLUG_01763	0.7762	B18.1312G	UNK	B
CLUG_01763	0.7730	B19.1310A	UNK	B
CLUG_01763	0.6835	B20.1311A	UNK	B
CLUG_01763	0.7992	B21.1312A	UNK	B
CLUG_01763	0.8736	B22.134E	UNK	B
CLUG_01763	0.8254	B23.133H	UNK	B
CLUG_01763	0.8321	B24.133F	UNK	B
CLUG_01763	0.7924	B25.135C	UNK	B
CLUG_01763	0.8208	B26.131A	UNK	B
CLUG_01763	0.8213	B27.136A	UNK	B
CLUG_01763	0.7729	B28.13UM	UNK	B
CLUG_01763	0.5936	C10.9M3	UNK	C
CLUG_01763	0.7305	C11.9M41	UNK	C
CLUG_01763	0.7252	C12.9U1	UNK	C
CLUG_01763	0.8571	C13.9U2	UNK	C
CLUG_01763	0.8025	C14.9U3	UNK	C
CLUG_01763	0.8158	C15.9U4s	UNK	C
CLUG_01763	0.6937	C4.9L1	UNK	C
CLUG_01763	0.7096	C5.9L2	UNK	C
CLUG_01763	0.7323	C6.9L3	UNK	C
CLUG_01763	0.7367	C7.9L4	UNK	C
CLUG_01763	0.5877	C8.9M1	UNK	C
CLUG_01763	0.7678	C9.9M2	UNK	C
CLUG_01763	0.8068	ctl1.AL1B	L	A
CLUG_01763	0.8257	ctl2.AL1B	L	A
CLUG_01763	0.8359	ctl3.C9L1	UNK	C
CLUG_01764	0.7432	A10.L4C	L	A
CLUG_01764	0.7954	A11.L11G	L	A
CLUG_01764	0.8016	A12.L10B	L	A
CLUG_01764	0.7770	A13.L3B	L	A
CLUG_01764	0.9084	A14.L4E	L	A
CLUG_01764	0.8922	A15.L4G	L	A
CLUG_01764	0.8948	A16.L7C	L	A
CLUG_01764	0.9254	A17.L1B	L	A
CLUG_01764	0.7595	A18.S4H	S	A
CLUG_01764	0.7387	A19.S3B	S	A
CLUG_01764	0.8561	A2.U10A	U	A
CLUG_01764	0.8716	A20.S1E	S	A
CLUG_01764	0.8443	A21.S8A	S	A
CLUG_01764	0.7864	A22.UpperP	U	A
CLUG_01764	0.8468	A23.LowerP	L	A
CLUG_01764	0.7405	A24.SputuP	S	A
CLUG_01764	0.7684	A3.U3G	U	A
CLUG_01764	0.9583	A4.U3B	U	A
CLUG_01764	0.7641	A5.U10D	U	A
CLUG_01764	0.8532	A6.U5C	U	A
CLUG_01764	0.7373	A7.U3E	U	A
CLUG_01764	0.6547	A8.U2E	U	A
CLUG_01764	0.8077	A9.L3D	L	A
CLUG_01764	0.7873	ATCC42720	UNK	ATCC42720
CLUG_01764	0.8666	B16.1310D	UNK	B
CLUG_01764	0.6750	B17.1311G	UNK	B
CLUG_01764	0.7986	B18.1312G	UNK	B
CLUG_01764	0.8163	B19.1310A	UNK	B
CLUG_01764	0.7223	B20.1311A	UNK	B
CLUG_01764	0.7828	B21.1312A	UNK	B
CLUG_01764	0.8815	B22.134E	UNK	B
CLUG_01764	0.8109	B23.133H	UNK	B
CLUG_01764	0.8828	B24.133F	UNK	B
CLUG_01764	0.7415	B25.135C	UNK	B
CLUG_01764	0.7935	B26.131A	UNK	B
CLUG_01764	0.8175	B27.136A	UNK	B
CLUG_01764	0.7676	B28.13UM	UNK	B
CLUG_01764	0.6340	C10.9M3	UNK	C
CLUG_01764	0.7261	C11.9M41	UNK	C
CLUG_01764	0.7327	C12.9U1	UNK	C
CLUG_01764	0.8567	C13.9U2	UNK	C
CLUG_01764	0.8472	C14.9U3	UNK	C
CLUG_01764	0.8587	C15.9U4s	UNK	C
CLUG_01764	0.7181	C4.9L1	UNK	C
CLUG_01764	0.6399	C5.9L2	UNK	C
CLUG_01764	0.7772	C6.9L3	UNK	C
CLUG_01764	0.7508	C7.9L4	UNK	C
CLUG_01764	0.5871	C8.9M1	UNK	C
CLUG_01764	0.8024	C9.9M2	UNK	C
CLUG_01764	0.8321	ctl1.AL1B	L	A
CLUG_01764	0.8108	ctl2.AL1B	L	A
CLUG_01764	0.7659	ctl3.C9L1	UNK	C
CLUG_01765	0.8477	A10.L4C	L	A
CLUG_01765	0.8535	A11.L11G	L	A
CLUG_01765	0.9030	A12.L10B	L	A
CLUG_01765	0.8362	A13.L3B	L	A
CLUG_01765	0.7802	A14.L4E	L	A
CLUG_01765	0.9257	A15.L4G	L	A
CLUG_01765	0.9215	A16.L7C	L	A
CLUG_01765	0.8080	A17.L1B	L	A
CLUG_01765	0.7560	A18.S4H	S	A
CLUG_01765	0.7895	A19.S3B	S	A
CLUG_01765	0.9249	A2.U10A	U	A
CLUG_01765	0.8280	A20.S1E	S	A
CLUG_01765	0.7943	A21.S8A	S	A
CLUG_01765	0.8236	A22.UpperP	U	A
CLUG_01765	0.8591	A23.LowerP	L	A
CLUG_01765	0.8116	A24.SputuP	S	A
CLUG_01765	0.7708	A3.U3G	U	A
CLUG_01765	0.8747	A4.U3B	U	A
CLUG_01765	0.8391	A5.U10D	U	A
CLUG_01765	0.9573	A6.U5C	U	A
CLUG_01765	0.8097	A7.U3E	U	A
CLUG_01765	0.8617	A8.U2E	U	A
CLUG_01765	0.7197	A9.L3D	L	A
CLUG_01765	0.7672	ATCC42720	UNK	ATCC42720
CLUG_01765	0.8491	B16.1310D	UNK	B
CLUG_01765	0.6840	B17.1311G	UNK	B
CLUG_01765	0.7648	B18.1312G	UNK	B
CLUG_01765	0.7626	B19.1310A	UNK	B
CLUG_01765	0.7101	B20.1311A	UNK	B
CLUG_01765	0.8156	B21.1312A	UNK	B
CLUG_01765	0.8065	B22.134E	UNK	B
CLUG_01765	0.8122	B23.133H	UNK	B
CLUG_01765	0.8670	B24.133F	UNK	B
CLUG_01765	0.8487	B25.135C	UNK	B
CLUG_01765	0.8359	B26.131A	UNK	B
CLUG_01765	0.8289	B27.136A	UNK	B
CLUG_01765	0.7610	B28.13UM	UNK	B
CLUG_01765	0.5883	C10.9M3	UNK	C
CLUG_01765	0.7544	C11.9M41	UNK	C
CLUG_01765	0.7400	C12.9U1	UNK	C
CLUG_01765	0.7900	C13.9U2	UNK	C
CLUG_01765	0.8107	C14.9U3	UNK	C
CLUG_01765	0.8228	C15.9U4s	UNK	C
CLUG_01765	0.7167	C4.9L1	UNK	C
CLUG_01765	0.6182	C5.9L2	UNK	C
CLUG_01765	0.7603	C6.9L3	UNK	C
CLUG_01765	0.7788	C7.9L4	UNK	C
CLUG_01765	0.6519	C8.9M1	UNK	C
CLUG_01765	0.7639	C9.9M2	UNK	C
CLUG_01765	0.8167	ctl1.AL1B	L	A
CLUG_01765	0.8198	ctl2.AL1B	L	A
CLUG_01765	0.8090	ctl3.C9L1	UNK	C
CLUG_01766	0.9124	A10.L4C	L	A
CLUG_01766	0.9158	A11.L11G	L	A
CLUG_01766	0.8592	A12.L10B	L	A
CLUG_01766	0.8836	A13.L3B	L	A
CLUG_01766	0.8999	A14.L4E	L	A
CLUG_01766	1.0064	A15.L4G	L	A
CLUG_01766	0.9635	A16.L7C	L	A
CLUG_01766	0.9360	A17.L1B	L	A
CLUG_01766	0.9109	A18.S4H	S	A
CLUG_01766	0.9261	A19.S3B	S	A
CLUG_01766	0.9957	A2.U10A	U	A
CLUG_01766	0.9599	A20.S1E	S	A
CLUG_01766	0.8290	A21.S8A	S	A
CLUG_01766	0.9500	A22.UpperP	U	A
CLUG_01766	0.8775	A23.LowerP	L	A
CLUG_01766	0.9716	A24.SputuP	S	A
CLUG_01766	0.7866	A3.U3G	U	A
CLUG_01766	0.9066	A4.U3B	U	A
CLUG_01766	0.8006	A5.U10D	U	A
CLUG_01766	0.9765	A6.U5C	U	A
CLUG_01766	0.9295	A7.U3E	U	A
CLUG_01766	0.8733	A8.U2E	U	A
CLUG_01766	0.8118	A9.L3D	L	A
CLUG_01766	0.8280	ATCC42720	UNK	ATCC42720
CLUG_01766	0.8724	B16.1310D	UNK	B
CLUG_01766	0.7255	B17.1311G	UNK	B
CLUG_01766	0.8680	B18.1312G	UNK	B
CLUG_01766	0.8137	B19.1310A	UNK	B
CLUG_01766	0.7388	B20.1311A	UNK	B
CLUG_01766	0.8508	B21.1312A	UNK	B
CLUG_01766	0.8987	B22.134E	UNK	B
CLUG_01766	0.8098	B23.133H	UNK	B
CLUG_01766	0.9324	B24.133F	UNK	B
CLUG_01766	0.8054	B25.135C	UNK	B
CLUG_01766	0.8256	B26.131A	UNK	B
CLUG_01766	0.8958	B27.136A	UNK	B
CLUG_01766	0.8876	B28.13UM	UNK	B
CLUG_01766	0.6520	C10.9M3	UNK	C
CLUG_01766	0.7627	C11.9M41	UNK	C
CLUG_01766	0.8252	C12.9U1	UNK	C
CLUG_01766	0.8387	C13.9U2	UNK	C
CLUG_01766	0.8304	C14.9U3	UNK	C
CLUG_01766	0.8793	C15.9U4s	UNK	C
CLUG_01766	0.7804	C4.9L1	UNK	C
CLUG_01766	0.6702	C5.9L2	UNK	C
CLUG_01766	0.7937	C6.9L3	UNK	C
CLUG_01766	0.8026	C7.9L4	UNK	C
CLUG_01766	0.6341	C8.9M1	UNK	C
CLUG_01766	0.8697	C9.9M2	UNK	C
CLUG_01766	0.8267	ctl1.AL1B	L	A
CLUG_01766	0.8763	ctl2.AL1B	L	A
CLUG_01766	0.8739	ctl3.C9L1	UNK	C
CLUG_01767	1.0060	A10.L4C	L	A
CLUG_01767	0.9526	A11.L11G	L	A
CLUG_01767	0.9328	A12.L10B	L	A
CLUG_01767	0.8717	A13.L3B	L	A
CLUG_01767	0.9287	A14.L4E	L	A
CLUG_01767	0.9328	A15.L4G	L	A
CLUG_01767	0.9574	A16.L7C	L	A
CLUG_01767	0.8972	A17.L1B	L	A
CLUG_01767	0.8368	A18.S4H	S	A
CLUG_01767	0.9299	A19.S3B	S	A
CLUG_01767	0.9497	A2.U10A	U	A
CLUG_01767	0.8980	A20.S1E	S	A
CLUG_01767	0.8600	A21.S8A	S	A
CLUG_01767	0.8848	A22.UpperP	U	A
CLUG_01767	0.9361	A23.LowerP	L	A
CLUG_01767	0.8629	A24.SputuP	S	A
CLUG_01767	0.7963	A3.U3G	U	A
CLUG_01767	0.8519	A4.U3B	U	A
CLUG_01767	0.8363	A5.U10D	U	A
CLUG_01767	0.9514	A6.U5C	U	A
CLUG_01767	0.8412	A7.U3E	U	A
CLUG_01767	0.9235	A8.U2E	U	A
CLUG_01767	0.9159	A9.L3D	L	A
CLUG_01767	0.9139	ATCC42720	UNK	ATCC42720
CLUG_01767	0.8087	B16.1310D	UNK	B
CLUG_01767	0.7277	B17.1311G	UNK	B
CLUG_01767	0.8377	B18.1312G	UNK	B
CLUG_01767	0.8395	B19.1310A	UNK	B
CLUG_01767	0.7303	B20.1311A	UNK	B
CLUG_01767	0.8528	B21.1312A	UNK	B
CLUG_01767	0.8469	B22.134E	UNK	B
CLUG_01767	0.8328	B23.133H	UNK	B
CLUG_01767	0.8675	B24.133F	UNK	B
CLUG_01767	0.8213	B25.135C	UNK	B
CLUG_01767	0.8813	B26.131A	UNK	B
CLUG_01767	0.8763	B27.136A	UNK	B
CLUG_01767	0.9741	B28.13UM	UNK	B
CLUG_01767	0.6842	C10.9M3	UNK	C
CLUG_01767	0.7316	C11.9M41	UNK	C
CLUG_01767	0.7228	C12.9U1	UNK	C
CLUG_01767	0.8847	C13.9U2	UNK	C
CLUG_01767	0.8655	C14.9U3	UNK	C
CLUG_01767	0.8509	C15.9U4s	UNK	C
CLUG_01767	0.7541	C4.9L1	UNK	C
CLUG_01767	0.6978	C5.9L2	UNK	C
CLUG_01767	0.7924	C6.9L3	UNK	C
CLUG_01767	0.7872	C7.9L4	UNK	C
CLUG_01767	0.6778	C8.9M1	UNK	C
CLUG_01767	0.8194	C9.9M2	UNK	C
CLUG_01767	0.8861	ctl1.AL1B	L	A
CLUG_01767	0.8549	ctl2.AL1B	L	A
CLUG_01767	0.9355	ctl3.C9L1	UNK	C
CLUG_01768	0.8522	A10.L4C	L	A
CLUG_01768	0.8479	A11.L11G	L	A
CLUG_01768	0.6702	A12.L10B	L	A
CLUG_01768	0.8388	A13.L3B	L	A
CLUG_01768	0.7173	A14.L4E	L	A
